GEB Binaries,Program Language,Basic,Network,Building,FuncLabels
SETUP_CHARNAMES.bin,Structured Text,1,0,0,Time_and_Date
SETUP_DIRS.bin,Structured Text,1,0,0,Time_and_Date
SETUP_EXTENDED_ASCII.bin,Structured Text,1,0,0,Time_and_Date
SETUP_HOLIDAY_AT.bin,Structured Text,1,0,0,Time_and_Date
SETUP_HOLIDAY_DE.bin,Structured Text,1,0,0,Time_and_Date
SETUP_HOLIDAY_FR.bin,Structured Text,1,0,0,Time_and_Date
SETUP_LANGUAGE.bin,Structured Text,1,0,0,Time_and_Date
SETUP_LOCATION.bin,Structured Text,1,0,0,Time_and_Date
SETUP_MONTHS.bin,Structured Text,1,0,0,Time_and_Date
SETUP_MONTHS3.bin,Structured Text,1,0,0,Time_and_Date
SETUP_WEEKDAYS.bin,Structured Text,1,0,0,Time_and_Date
SETUP_WEEKDAYS2.bin,Structured Text,1,0,0,Time_and_Date
SET_DATE.bin,Structured Text,1,0,0,Time_and_Date
SET_DT.bin,Structured Text,1,0,0,Time_and_Date
SET_TOD.bin,Structured Text,1,0,0,Time_and_Date
SGN.bin,Structured Text,1,0,0,Mathematics
SH.bin,Structured Text,1,0,0,Signal_Proc
SHA1_STREAM.bin,Structured Text,0,1,0,Network_2
SHL1.bin,Structured Text,1,0,0,Logic_Mods
SHR1.bin,Structured Text,1,0,0,Logic_Mods
SHR_4E.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
SHR_4UDE.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
SHR_8PLE.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
SHR_8UDE.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
SH_1.bin,Structured Text,1,0,0,Signal_Proc
SH_2.bin,Structured Text,1,0,0,Signal_Proc
SH_T.bin,Structured Text,1,0,0,Signal_Proc
SIGMOID.bin,Structured Text,1,0,0,Mathematics
SIGNAL.bin,Structured Text,1,0,0,Basic_Dev_Drivers
SIGNAL_4.bin,Structured Text,1,0,0,Basic_Dev_Drivers
SIGN_I.bin,Structured Text,1,0,0,Mathematics
SIGN_R.bin,Structured Text,1,0,0,Mathematics
SINC.bin,Structured Text,1,0,0,Mathematics
SINH.bin,Structured Text,1,0,0,Mathematics
SNTP_CLIENT.bin,Structured Text,0,1,0,Network_2
SPEED.bin,Structured Text,1,0,0,Calculations
SPHERE_V.bin,Structured Text,1,0,0,Basic_Other_Func
SQRTN.bin,Structured Text,1,0,0,Mathematics
SRAMP.bin,Structured Text,1,0,0,Basic_Dev_Drivers
STACK_16.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
STACK_32.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
STAIR.bin,Structured Text,1,0,0,Signal_Proc
STAIR2.bin,Structured Text,1,0,0,Signal_Proc
STATUS_TO_ESR.bin,Structured Text,1,0,0,Basic_Other_Func
STORE_8.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
SUN_MIDDAY.bin,Structured Text,1,0,0,Time_and_Date
SUN_POS.bin,Structured Text,1,0,0,Time_and_Date
SUN_TIME.bin,Structured Text,1,0,0,Time_and_Date
SWAP_BYTE.bin,Structured Text,1,0,0,Logic_Mods
SWAP_BYTE2.bin,Structured Text,1,0,0,Logic_Mods
SWITCH_I.bin,Structured Text,0,0,1,Building_Other_Func
SWITCH_X.bin,Structured Text,0,0,1,Building_Other_Func
SW_RECONFIG.bin,Structured Text,0,0,1,Building_Other_Func
TANC.bin,Structured Text,1,0,0,Mathematics
TANH.bin,Structured Text,1,0,0,Mathematics
TANK_LEVEL.bin,Structured Text,0,0,1,Actuators_HAVC
TANK_VOL1.bin,Structured Text,0,0,1,Actuators_HAVC
TANK_VOL2.bin,Structured Text,0,0,1,Actuators_HAVC
TC_MS.bin,Structured Text,1,0,0,Measure_Mods
TC_S.bin,Structured Text,1,0,0,Measure_Mods
TC_US.bin,Structured Text,1,0,0,Measure_Mods
TEMPERATURE.bin,Structured Text,1,0,0,Calculations
TEMP_EXT.bin,Structured Text,0,0,1,Actuators_HAVC
TEMP_NI.bin,Structured Text,1,0,0,Sensors
TEMP_NTC.bin,Structured Text,1,0,0,Sensors
TEMP_PT.bin,Structured Text,1,0,0,Sensors
TEMP_SI.bin,Structured Text,1,0,0,Sensors
TIMECHECK.bin,Structured Text,1,0,0,Time_and_Date
TIMER_1.bin,Structured Text,0,0,1,Building_Other_Func
TIMER_2.bin,Structured Text,0,0,1,Building_Other_Func
TIMER_EXT.bin,Structured Text,0,0,1,Building_Other_Func
TIMER_P4.bin,Structured Text,0,0,1,Building_Other_Func
TIME_TO_DWORD.bin,Structured Text,1,0,0,Time_and_Date
TIME_TO_INT.bin,Structured Text,1,0,0,Time_and_Date
TIME_TO_REAL.bin,Structured Text,1,0,0,Time_and_Date
TIME_TO_TOD.bin,Structured Text,1,0,0,Time_and_Date
TIME_TO_UDINT.bin,Structured Text,1,0,0,Time_and_Date
TMAX.bin,Structured Text,1,0,0,Pulse_Gen
TMIN.bin,Structured Text,1,0,0,Pulse_Gen
TN_RECEIVE.bin,Structured Text,0,1,0,Network_1
TN_SC_ADD_SHADOW.bin,Structured Text,0,1,0,Network_1
TN_SC_AREA_RESTORE.bin,Structured Text,0,1,0,Network_1
TN_SC_AREA_SAVE.bin,Structured Text,0,1,0,Network_1
TN_SC_BOX.bin,Structured Text,0,1,0,Network_1
TN_SC_FILL.bin,Structured Text,0,1,0,Network_1
TN_SC_LINE.bin,Structured Text,0,1,0,Network_1
TN_SC_READ_ATTR.bin,Structured Text,0,1,0,Network_1
TN_SC_READ_CHAR.bin,Structured Text,0,1,0,Network_1
TN_SC_SHADOW_ATTR.bin,Structured Text,0,1,0,Network_1
TN_SC_WRITE_ATTR.bin,Structured Text,0,1,0,Network_1
TN_SC_WRITE_CHAR.bin,Structured Text,0,1,0,Network_1
TN_SC_XY2_ERROR.bin,Structured Text,0,1,0,Network_1
TN_SC_XY_ERROR.bin,Structured Text,0,1,0,Network_1
TN_SEND_ROWS.bin,Structured Text,0,1,0,Network_1
TOD_TO_REAL.bin,Structured Text,1,0,0,Logic_Mods
TOD_TO_STRING.bin,Structured Text,1,0,0,Str_Func
TOD_TO_TIME.bin,Structured Text,1,0,0,Time_and_Date
TOF_1.bin,Structured Text,1,0,0,Pulse_Gen
TOGGLE.bin,Structured Text,1,0,0,Latches_FlipFlop_ShiftReg
TONOF.bin,Structured Text,1,0,0,Pulse_Gen
TO_LOWER.bin,Structured Text,1,0,0,Str_Func
TO_UML.bin,Structured Text,1,0,0,Str_Func
TO_UPPER.bin,Structured Text,1,0,0,Str_Func
TP_1.bin,Structured Text,1,0,0,Pulse_Gen
TP_1D.bin,Structured Text,1,0,0,Pulse_Gen
TP_X.bin,Structured Text,1,0,0,Pulse_Gen
TREND.bin,Structured Text,1,0,0,Signal_Proc
TREND_DW.bin,Structured Text,1,0,0,Signal_Proc
TRIANGLE_A.bin,Structured Text,1,0,0,Basic_Other_Func
TRIM.bin,Structured Text,1,0,0,Str_Func
TRIM1.bin,Structured Text,1,0,0,Str_Func
TRUNC_REAL.bin,Structured Text,1,0,0,Mathematics
TRUNC_UDINT.bin,Structured Text,1,0,0,Mathematics
TUNE.bin,Structured Text,1,0,0,Basic_Dev_Drivers
TUNE2.bin,Structured Text,1,0,0,Basic_Dev_Drivers
T_PLC_MS.bin,Structured Text,1,0,0,Measure_Mods
T_PLC_US.bin,Structured Text,1,0,0,Measure_Mods
UDINT_TO_TIME.bin,Structured Text,1,0,0,Time_and_Date
URL_TO_STRING.bin,Structured Text,0,1,0,Network_2
UTC_TO_LTIME.bin,Structured Text,1,0,0,Time_and_Date
V3_ABS.bin,Structured Text,1,0,0,Vector_Math
V3_ADD.bin,Structured Text,1,0,0,Vector_Math
V3_ANG.bin,Structured Text,1,0,0,Vector_Math
V3_DPRO.bin,Structured Text,1,0,0,Vector_Math
V3_NORM.bin,Structured Text,1,0,0,Vector_Math
V3_NUL.bin,Structured Text,1,0,0,Vector_Math
V3_PAR.bin,Structured Text,1,0,0,Vector_Math
V3_REV.bin,Structured Text,1,0,0,Vector_Math
V3_SMUL.bin,Structured Text,1,0,0,Vector_Math
V3_SUB.bin,Structured Text,1,0,0,Vector_Math
V3_XANG.bin,Structured Text,1,0,0,Vector_Math
V3_XPRO.bin,Structured Text,1,0,0,Vector_Math
V3_YANG.bin,Structured Text,1,0,0,Vector_Math
V3_ZANG.bin,Structured Text,1,0,0,Vector_Math
WATER_CP.bin,Structured Text,0,0,1,Actuators_HAVC
WATER_DENSITY.bin,Structured Text,0,0,1,Actuators_HAVC
WATER_ENTHALPY.bin,Structured Text,0,0,1,Actuators_HAVC
WCT.bin,Structured Text,0,0,1,Actuators_HAVC
WEEKDAY_TO_STRING.bin,Structured Text,1,0,0,Str_Func
WINDOW.bin,Structured Text,1,0,0,Mathematics
WINDOW2.bin,Structured Text,1,0,0,Mathematics
WORD_OF_BYTE.bin,Structured Text,1,0,0,Logic_Mods
WORD_OF_DWORD.bin,Structured Text,1,0,0,Logic_Mods
WORD_TO_RANGE.bin,Structured Text,1,0,0,Signal_Proc
WORK_WEEK.bin,Structured Text,1,0,0,Time_and_Date
WORLD_WEATHER_DESC_GE.bin,Structured Text,0,1,0,Network_2
WORLD_WEATHER_ICON_OSCAT.bin,Structured Text,0,1,0,Network_2
YAHOO_WEATHER_DESC_GE.bin,Structured Text,0,1,0,Network_2
YAHOO_WEATHER_ICON_OSCAT.bin,Structured Text,0,1,0,Network_2
YEAR_BEGIN.bin,Structured Text,1,0,0,Time_and_Date
YEAR_END.bin,Structured Text,1,0,0,Time_and_Date
YEAR_OF_DATE.bin,Structured Text,1,0,0,Time_and_Date
_ARRAY_ABS.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_ARRAY_ADD.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_ARRAY_INIT.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_ARRAY_MUL.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_ARRAY_SHUFFLE.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_ARRAY_SORT.bin,Structured Text,1,0,0,Array_Buffer_Mem_List
_BUFFER_UPPERCASE_NW.bin,Structured Text,0,1,0,Array_Buffer_Mem_List
_BYTE_TO_DINT.bin,Structured Text,1,0,0,Logic_Mods
_BYTE_TO_INT.bin,Structured Text,1,0,0,Logic_Mods
_BYTE_TO_REAL.bin,Structured Text,1,0,0,Logic_Mods
_DWORD_TO_REAL.bin,Structured Text,1,0,0,Logic_Mods
_INSERT80.bin,Structured Text,1,0,0,Str_Func
_INT_TO_UDINT.bin,Structured Text,1,0,0,Logic_Mods
_MOD_INT.bin,Structured Text,1,0,0,Mathematics
_REAL_TO_DINT.bin,Structured Text,1,0,0,Logic_Mods
_REAL_TO_DWORD.bin,Structured Text,1,0,0,Logic_Mods
_REAL_TO_UDINT.bin,Structured Text,1,0,0,Logic_Mods
_RMP_B.bin,Structured Text,1,0,0,Signal_Gen
_RMP_NEXT.bin,Structured Text,1,0,0,Signal_Gen
_RMP_W.bin,Structured Text,1,0,0,Signal_Gen
_WORD_TO_DINT.bin,Structured Text,1,0,0,Logic_Mods
_WORD_TO_REAL.bin,Structured Text,1,0,0,Logic_Mods
