ProgramName,OpenPLCv2,OpenPLCv3,Codesys,GEB,FuncLabels,ProgramLang,Basic,Network_Communication,Building
M_D,1,1,1,1,Measure_Mods,Structured Text,1,0,0
M_T,1,1,1,1,Measure_Mods,Structured Text,1,0,0
M_TX,1,1,1,1,Measure_Mods,Structured Text,1,0,0
NEGX,1,1,1,1,Mathematics,Structured Text,1,0,0
NETWORK_VERSION,1,1,0,1,Network_Communication,Structured Text,0,1,0
NET_VAR_BOOL8,1,1,0,1,Network_Communication,Structured Text,0,1,0
NET_VAR_BUFFER,1,1,0,1,Network_Communication,Structured Text,0,1,0
NET_VAR_DWORD8,1,1,0,1,Network_Communication,Structured Text,0,1,0
OFFSET,1,1,1,1,Signal_Proc,Structured Text,1,0,0
OFFSET2,1,1,1,1,Signal_Proc,Structured Text,1,0,0
OM_TO_F,1,1,1,1,Calculations,Structured Text,1,0,0
ONTIME,1,1,1,1,Measure_Mods,Structured Text,1,0,0
OSCAT_VERSION,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
PARITY,1,1,1,1,Logic_Mods,Structured Text,1,0,0
PARSET,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
PARSET2,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
PERIOD,1,1,1,1,Time_and_Date,Structured Text,1,0,0
PERIOD2,1,1,1,1,Time_and_Date,Structured Text,1,0,0
POLYNOM_INT,1,1,1,1,Arithmetic_Func,Structured Text,1,0,0
PRESSURE,1,1,1,1,Calculations,Structured Text,1,0,0
PT_TO_F,1,1,1,1,Calculations,Structured Text,1,0,0
PULSE_LENGTH,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
PULSE_T,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
PWM_DC,1,1,1,1,Signal_Gen,Structured Text,1,0,0
PWM_PW,0,1,1,1,Signal_Gen,Structured Text,1,0,0
R2_ABS,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
R2_ADD,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
R2_ADD2,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
R2_DIV,1,1,0,1,Basic_Other_Func,Structured Text,1,0,0
R2_MUL,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
R2_SET,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
RAD,1,1,1,1,Mathematics,Structured Text,1,0,0
RANGE_TO_BYTE,1,1,1,1,Signal_Proc,Structured Text,1,0,0
RANGE_TO_WORD,1,1,1,1,Signal_Proc,Structured Text,1,0,0
RDM,1,1,1,1,Mathematics,Structured Text,1,0,0
RDM2,1,1,1,1,Mathematics,Structured Text,1,0,0
RDMDW,1,1,1,1,Mathematics,Structured Text,1,0,0
REAL_TO_FRAC,1,1,1,1,Mathematics,Structured Text,1,0,0
REAL_TO_STRF,1,1,1,1,Str_Func,Structured Text,1,0,0
REAL_TO_TIME,1,1,0,1,Time_and_Date,Structured Text,1,0,0
REFLECT,1,1,1,1,Logic_Mods,Structured Text,1,0,0
REFRACTION,1,1,1,1,Time_and_Date,Structured Text,1,0,0
REPLACE_ALL,1,1,1,1,Str_Func,Structured Text,1,0,0
REPLACE_CHARS,1,1,1,1,Str_Func,Structured Text,1,0,0
RES_NI,1,1,1,1,Sensors,Structured Text,1,0,0
RES_NTC,1,1,1,1,Sensors,Structured Text,1,0,0
RES_PT,1,1,1,1,Sensors,Structured Text,1,0,0
RES_SI,1,1,1,1,Sensors,Structured Text,1,0,0
REVERSE,1,1,1,1,Logic_Mods,Structured Text,1,0,0
RMP_B,1,1,1,1,Signal_Gen,Structured Text,1,0,0
RMP_SOFT,1,1,1,1,Signal_Gen,Structured Text,1,0,0
RMP_W,1,1,1,1,Signal_Gen,Structured Text,1,0,0
RND,1,1,1,1,Mathematics,Structured Text,1,0,0
ROUND,1,1,1,1,Mathematics,Structured Text,1,0,0
RTC_2,1,1,1,1,Time_and_Date,Structured Text,1,0,0
RTC_MS,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SCALE,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_B,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_B2,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_B4,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_B8,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_D,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_R,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_X2,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_X4,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCALE_X8,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SCHEDULER,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
SCHEDULER_2,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
SDD,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
SDD_NH3,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
SDT_NH3,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
SDT_TO_DATE,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SDT_TO_DT,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SDT_TO_TOD,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SECOND,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SECOND_OF_DT,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SECOND_TO_TIME,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SEL2_OF_3,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SEL2_OF_3B,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SELECT_8,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
SENSOR_INT,1,1,1,1,Sensors,Structured Text,1,0,0
SEQUENCE_4,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
SEQUENCE_64,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
SEQUENCE_8,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
SETUP_CHARNAMES,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_DIRS,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_EXTENDED_ASCII,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_HOLIDAY_AT,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_HOLIDAY_DE,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_HOLIDAY_FR,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_LANGUAGE,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_LOCATION,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_MONTHS,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_MONTHS3,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_WEEKDAYS,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SETUP_WEEKDAYS2,1,1,0,1,Time_and_Date,Structured Text,1,0,0
SET_DATE,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SET_DT,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SET_TOD,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SGN,1,1,1,1,Mathematics,Structured Text,1,0,0
SH,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SHA1_STREAM,1,1,0,1,Network_Communication,Structured Text,0,1,0
SHL1,1,1,1,1,Logic_Mods,Structured Text,1,0,0
SHR1,1,1,1,1,Logic_Mods,Structured Text,1,0,0
SHR_4E,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
SHR_4UDE,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
SHR_8PLE,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
SHR_8UDE,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
SH_1,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SH_2,0,1,1,1,Signal_Proc,Structured Text,1,0,0
SH_T,1,1,1,1,Signal_Proc,Structured Text,1,0,0
SIGMOID,1,1,1,1,Mathematics,Structured Text,1,0,0
SIGNAL,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
SIGNAL_4,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
SIGN_I,1,1,1,1,Mathematics,Structured Text,1,0,0
SIGN_R,1,1,1,1,Mathematics,Structured Text,1,0,0
SINC,1,1,1,1,Mathematics,Structured Text,1,0,0
SINH,1,1,1,1,Mathematics,Structured Text,1,0,0
SNTP_CLIENT,1,1,0,1,Network_Communication,Structured Text,0,1,0
SPEED,1,1,1,1,Calculations,Structured Text,1,0,0
SPHERE_V,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
SQRTN,1,1,1,1,Mathematics,Structured Text,1,0,0
SRAMP,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
STACK_16,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
STACK_32,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
STAIR,1,1,1,1,Signal_Proc,Structured Text,1,0,0
STAIR2,1,1,1,1,Signal_Proc,Structured Text,1,0,0
STATUS_TO_ESR,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
STORE_8,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
STRING_TO_TOD,1,1,0,0,Str_Func,Structured Text,1,0,0
STRING_TO_URL,1,1,0,0,Network_Communication,Structured Text,0,1,0
SUN_MIDDAY,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SUN_POS,1,1,1,1,Time_and_Date,Structured Text,1,0,0
SUN_TIME,0,1,1,1,Time_and_Date,Structured Text,1,0,0
SWAP_BYTE,1,1,1,1,Logic_Mods,Structured Text,1,0,0
SWAP_BYTE2,1,1,1,1,Logic_Mods,Structured Text,1,0,0
SWITCH_I,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
SWITCH_X,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
SW_RECONFIG,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
TANC,1,1,1,1,Mathematics,Structured Text,1,0,0
TANH,1,1,1,1,Mathematics,Structured Text,1,0,0
TANK_LEVEL,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
TANK_VOL1,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
TANK_VOL2,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
TC_MS,1,1,1,1,Measure_Mods,Structured Text,1,0,0
TC_S,1,1,1,1,Measure_Mods,Structured Text,1,0,0
TC_US,1,1,1,1,Measure_Mods,Structured Text,1,0,0
TEMPERATURE,1,1,1,1,Calculations,Structured Text,1,0,0
TEMP_EXT,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
TEMP_NI,1,1,1,1,Sensors,Structured Text,1,0,0
TEMP_NTC,1,1,1,1,Sensors,Structured Text,1,0,0
TEMP_PT,1,1,1,1,Sensors,Structured Text,1,0,0
TEMP_SI,1,1,1,1,Sensors,Structured Text,1,0,0
TICKER,1,1,1,0,Str_Func,Structured Text,1,0,0
TIMECHECK,1,1,1,1,Time_and_Date,Structured Text,1,0,0
TIMER_1,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
TIMER_2,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
TIMER_EXT,1,1,0,1,Building_Other_Func,Structured Text,0,0,1
TIMER_P4,0,1,0,1,Building_Other_Func,Structured Text,0,0,1
TIME_TO_DWORD,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TIME_TO_INT,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TIME_TO_REAL,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TIME_TO_TOD,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TIME_TO_UDINT,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TMAX,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TMIN,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TN_RECEIVE,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_ADD_SHADOW,0,1,0,1,Networking,Structured Text,0,1,0
TN_SC_AREA_RESTORE,0,1,0,1,Networking,Structured Text,0,1,0
TN_SC_AREA_SAVE,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_BOX,0,1,0,1,Networking,Structured Text,0,1,0
TN_SC_FILL,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_LINE,0,1,0,1,Networking,Structured Text,0,1,0
TN_SC_READ_ATTR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_READ_CHAR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_SHADOW_ATTR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_WRITE_ATTR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_WRITE_CHAR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_XY2_ERROR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SC_XY_ERROR,1,1,0,1,Networking,Structured Text,0,1,0
TN_SEND_ROWS,1,1,0,1,Networking,Structured Text,0,1,0
TOD_TO_REAL,1,1,0,1,Logic_Mods,Structured Text,1,0,0
TOD_TO_STRING,1,1,0,1,Str_Func,Structured Text,1,0,0
TOD_TO_TIME,1,1,0,1,Time_and_Date,Structured Text,1,0,0
TOF_1,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TOGGLE,1,1,1,1,Latches_FlipFlop_ShiftReg,Structured Text,1,0,0
TONOF,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TO_LOWER,1,1,1,1,Str_Func,Structured Text,1,0,0
TO_UML,1,1,0,1,Str_Func,Structured Text,1,0,0
TO_UPPER,1,1,1,1,Str_Func,Structured Text,1,0,0
TP_1,1,1,0,1,Pulse_Gen,Structured Text,1,0,0
TP_1D,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TP_X,1,1,1,1,Pulse_Gen,Structured Text,1,0,0
TREND,1,1,1,1,Signal_Proc,Structured Text,1,0,0
TREND_DW,1,1,1,1,Signal_Proc,Structured Text,1,0,0
TRIANGLE_A,1,1,1,1,Basic_Other_Func,Structured Text,1,0,0
TRIM,1,1,1,1,Str_Func,Structured Text,1,0,0
TRIM1,1,1,1,1,Str_Func,Structured Text,1,0,0
TRUNC_REAL,1,1,0,1,Mathematics,Structured Text,1,0,0
TRUNC_UDINT,1,1,0,1,Mathematics,Structured Text,1,0,0
TUNE,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
TUNE2,1,1,1,1,Basic_Dev_Drivers,Structured Text,1,0,0
T_AVG24,1,1,0,0,Actuators_HVAC,Structured Text,0,0,1
T_PLC_MS,1,1,1,1,Measure_Mods,Structured Text,1,0,0
T_PLC_US,1,1,1,1,Measure_Mods,Structured Text,1,0,0
UDINT_TO_TIME,1,1,0,1,Time_and_Date,Structured Text,1,0,0
URL_TO_STRING,1,1,0,1,Network_Communication,Structured Text,0,1,0
UTC_TO_LTIME,0,1,1,1,Time_and_Date,Structured Text,1,0,0
V3_ABS,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_ADD,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_ANG,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_DPRO,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_NORM,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_NUL,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_PAR,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_REV,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_SMUL,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_SUB,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_XANG,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_XPRO,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_YANG,1,1,1,1,Vector_Math,Structured Text,1,0,0
V3_ZANG,1,1,1,1,Vector_Math,Structured Text,1,0,0
WATER_CP,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
WATER_DENSITY,0,1,0,1,Actuators_HVAC,Structured Text,0,0,1
WATER_ENTHALPY,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
WCT,1,1,0,1,Actuators_HVAC,Structured Text,0,0,1
WEEKDAY_TO_STRING,0,1,1,1,Str_Func,Structured Text,1,0,0
WINDOW,1,1,1,1,Mathematics,Structured Text,1,0,0
WINDOW2,1,1,1,1,Mathematics,Structured Text,1,0,0
WORD_OF_BYTE,1,1,1,1,Logic_Mods,Structured Text,1,0,0
WORD_OF_DWORD,1,1,1,1,Logic_Mods,Structured Text,1,0,0
WORD_TO_RANGE,1,1,1,1,Signal_Proc,Structured Text,1,0,0
WORK_WEEK,1,1,1,1,Time_and_Date,Structured Text,1,0,0
WORLD_WEATHER_DESC_GE,1,1,0,1,Network_Communication,Structured Text,0,1,0
WORLD_WEATHER_ICON_OSCAT,1,1,0,1,Network_Communication,Structured Text,0,1,0
YAHOO_WEATHER,0,0,0,0,Network_Communication,Structured Text,0,1,0
YAHOO_WEATHER_DESC_GE,1,1,0,1,Network_Communication,Structured Text,0,1,0
YAHOO_WEATHER_ICON_OSCAT,1,1,0,1,Network_Communication,Structured Text,0,1,0
YEAR_BEGIN,1,1,1,1,Time_and_Date,Structured Text,1,0,0
YEAR_END,1,1,1,1,Time_and_Date,Structured Text,1,0,0
YEAR_OF_DATE,1,1,1,1,Time_and_Date,Structured Text,1,0,0
_ARRAY_ABS,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_ARRAY_ADD,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_ARRAY_INIT,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_ARRAY_MUL,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_ARRAY_SHUFFLE,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_ARRAY_SORT,1,1,1,1,Array_Buffer_Mem_List,Structured Text,1,0,0
_BUFFER_UPPERCASE_NW,1,1,0,1,Array_Buffer_Mem_List,Structured Text,0,1,0
_BYTE_TO_DINT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_BYTE_TO_INT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_BYTE_TO_REAL,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_DWORD_TO_REAL,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_INSERT80,1,1,0,1,Str_Func,Structured Text,1,0,0
_INT_TO_UDINT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_MOD_INT,1,1,0,1,Mathematics,Structured Text,1,0,0
_REAL_TO_DINT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_REAL_TO_DWORD,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_REAL_TO_UDINT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_RMP_B,1,1,1,1,Signal_Gen,Structured Text,1,0,0
_RMP_NEXT,1,1,1,1,Signal_Gen,Structured Text,1,0,0
_RMP_W,1,1,1,1,Signal_Gen,Structured Text,1,0,0
_WORD_TO_DINT,1,1,0,1,Logic_Mods,Structured Text,1,0,0
_WORD_TO_REAL,1,1,0,1,Logic_Mods,Structured Text,1,0,0
ACTUATOR_2P,0,0,0,0,NA,Structured Text,NA,NA,NA
BASE64_DECODE_STR,0,0,0,0,NA,Structured Text,NA,NA,NA
BASE64_ENCODE_STREAM,0,0,0,0,NA,Structured Text,NA,NA,NA
BIN_TO_BYTE,0,0,0,0,NA,Structured Text,NA,NA,NA
BLIND_SHADE,0,0,0,0,NA,Structured Text,NA,NA,NA
BOOL_TO_STRING,0,0,0,0,NA,Structured Text,NA,NA,NA
BUFFER_CLEAR,0,0,0,0,NA,Structured Text,NA,NA,NA
BUFFER_CLEAR_NW,0,0,0,0,NA,Structured Text,NA,NA,NA
BUFFER_INSERT_NW,0,0,0,0,NA,Structured Text,NA,NA,NA
BUFFER_SEARCH,0,0,0,0,NA,Structured Text,NA,NA,NA
BUFFER_TO_STRING,0,0,0,0,NA,Structured Text,NA,NA,NA
building,0,0,0,0,NA,Structured Text,NA,NA,NA
CAPITALIZE,0,0,0,0,NA,Structured Text,NA,NA,NA
CHARCODE,0,0,0,0,NA,Structured Text,NA,NA,NA
CODE,0,0,0,0,NA,Structured Text,NA,NA,NA
CODE_250,0,0,0,0,NA,Structured Text,NA,NA,NA
COUNT_CHAR,0,0,0,0,NA,Structured Text,NA,NA,NA
CSV_PARSER_FILE,0,0,0,0,NA,Structured Text,NA,NA,NA
DEC_TO_BYTE,0,0,0,0,NA,Structured Text,NA,NA,NA
DEC_TO_DWORD,0,0,0,0,NA,Structured Text,NA,NA,NA
DEC_TO_INT,0,0,0,0,NA,Structured Text,NA,NA,NA
DNS_CLIENT,0,0,0,0,NA,Structured Text,NA,NA,NA
DT_TO_DATE,0,0,0,0,NA,Structured Text,NA,NA,NA
DT_TO_STRF,0,0,0,0,NA,Structured Text,NA,NA,NA
DW_TO_REAL,0,0,0,0,NA,Structured Text,NA,NA,NA
ELEMENT_COUNT,0,0,0,0,NA,Structured Text,NA,NA,NA
ELEMENT_GET,0,0,0,0,NA,Structured Text,NA,NA,NA
ESR_MON_R4,0,0,0,0,NA,Structured Text,NA,NA,NA
EXEC,0,0,0,0,NA,Structured Text,NA,NA,NA
FILE_SERVER,0,0,0,0,NA,Structured Text,NA,NA,NA
FILE_SERVER_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
FINDB_NONUM,0,0,0,0,NA,Structured Text,NA,NA,NA
FLOAT_TO_REAL,0,0,0,0,NA,Structured Text,NA,NA,NA
HEX_TO_BYTE,0,0,0,0,NA,Structured Text,NA,NA,NA
HEX_TO_DWORD,0,0,0,0,NA,Structured Text,NA,NA,NA
HTML_DECODE,0,0,0,0,NA,Structured Text,NA,NA,NA
HTML_ENCODE,0,0,0,0,NA,Structured Text,NA,NA,NA
INI_PARSER_BUF_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
INI_PARSER_FILE_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
IP2GEO,0,0,0,0,NA,Structured Text,NA,NA,NA
IP4_DECODE,0,0,0,0,NA,Structured Text,NA,NA,NA
IP_CONTROL,0,0,0,0,NA,Structured Text,NA,NA,NA
IP_CONTROL2,0,0,0,0,NA,Structured Text,NA,NA,NA
IRTRANS_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
IS_IP4,0,0,0,0,NA,Structured Text,NA,NA,NA
IS_LOWER,0,0,0,0,NA,Structured Text,NA,NA,NA
IS_NUM,0,0,0,0,NA,Structured Text,NA,NA,NA
IS_UPPER,0,0,0,0,NA,Structured Text,NA,NA,NA
LOG_MSG,0,0,0,0,NA,Structured Text,NA,NA,NA
LOG_MSG_80,0,0,0,0,NA,Structured Text,NA,NA,NA
LOWERCASE,0,0,0,0,NA,Structured Text,NA,NA,NA
MB_CLIENT_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_AUX,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_CRAM_AUTH,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_CRAM_AUTH_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_STR,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_STREAM,0,0,0,0,NA,Structured Text,NA,NA,NA
MD5_TO_STRH,0,0,0,0,NA,Structured Text,NA,NA,NA
Network_Communication,0,0,0,0,NA,Structured Text,NA,NA,NA
NET_VAR_CONTROL,0,0,0,0,NA,Structured Text,NA,NA,NA
NET_VAR_MASTER_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
NET_VAR_REAL8,0,0,0,0,NA,Structured Text,NA,NA,NA
NET_VAR_SLAVE_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
NET_VAR_X8,0,0,0,0,NA,Structured Text,NA,NA,NA
OCT_TO_BYTE,0,0,0,0,NA,Structured Text,NA,NA,NA
OCT_TO_DWORD,0,0,0,0,NA,Structured Text,NA,NA,NA
PIN_CODE,0,0,0,0,NA,Structured Text,NA,NA,NA
PRINT_SF,0,0,0,0,NA,Structured Text,NA,NA,NA
PRINT_SF_80,0,0,0,0,NA,Structured Text,NA,NA,NA
RC4_CRYPT_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
RC4_CRYPT_STREAM,0,0,0,0,NA,Structured Text,NA,NA,NA
REAL_TO_DW,0,0,0,0,NA,Structured Text,NA,NA,NA
REPLACE_UML,0,0,0,0,NA,Structured Text,NA,NA,NA
SHA1_MD5_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
SHA1_STR,0,0,0,0,NA,Structured Text,NA,NA,NA
SHA1_TO_STRH,0,0,0,0,NA,Structured Text,NA,NA,NA
SMTP_CLIENT_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
SNTP_SERVER,0,0,0,0,NA,Structured Text,NA,NA,NA
SPIDER_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
STRING_TO_BUFFER,0,0,0,0,NA,Structured Text,NA,NA,NA
STRING_TO_TIME,0,0,0,0,NA,Structured Text,NA,NA,NA
SYS_LOG,0,0,0,0,NA,Structured Text,NA,NA,NA
TELNET_LOG,0,0,0,0,NA,Structured Text,NA,NA,NA
TELNET_LOG_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
TELNET_PRINT,0,0,0,0,NA,Structured Text,NA,NA,NA
TELNET_PRINT_DEMO,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_FRAMEWORK,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_CONTROL,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_EDIT_LINE,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_MENU_BAR,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_MENU_POPUP,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_SELECT_POPUP,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_INPUT_SELECT_TEXT,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_SC_VIEWPORT,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_SC_WRITE,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_SC_WRITE_C,0,0,0,0,NA,Structured Text,NA,NA,NA
TN_SC_WRITE_EOS,0,0,0,0,NA,Structured Text,NA,NA,NA
TRIME,0,0,0,0,NA,Structured Text,NA,NA,NA
UPPERCASE,0,0,0,0,NA,Structured Text,NA,NA,NA
URL_DECODE,0,0,0,0,NA,Structured Text,NA,NA,NA
URL_ENCODE,0,0,0,0,NA,Structured Text,NA,NA,NA
WORLD_WEATHER,0,0,0,0,NA,Structured Text,NA,NA,NA
